Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption	HasSixToes
HG03691	STU	SAS	false	false	3	false
HG03692	STU	SAS	true	false	5	false
HG03693	STU	SAS	false	false	5	false
HG03694	STU	SAS	false	true	4	false
HG03695	STU	SAS	false	true	5	false
HG03696	STU	SAS	false	false	7	false
HG03697	STU	SAS	false	false	6	false
HG03698	STU	SAS	true	false	0	false
HG03699	PJL	SAS	false	false	2	false
HG03700	PJL	SAS	true	false	3	false
HG03701	PJL	SAS	false	true	4	false
HG03702	PJL	SAS	false	false	2	false
HG03703	PJL	SAS	true	false	3	false
HG03704	PJL	SAS	true	true	2	false
HG03705	PJL	SAS	false	false	5	false
HG03706	PJL	SAS	true	true	1	false
HG03707	PJL	SAS	false	false	4	false
HG03708	PJL	SAS	false	true	5	false
HG03709	PJL	SAS	true	true	3	false
HG03710	PJL	SAS	false	true	4	false
HG03711	STU	SAS	false	true	5	false
HG03713	ITU	SAS	false	false	5	false
HG03714	ITU	SAS	true	true	4	false
HG03715	ITU	SAS	false	true	2	false
HG03716	ITU	SAS	false	false	1	false
HG03717	ITU	SAS	true	true	6	false
HG03718	ITU	SAS	false	false	6	false
HG03719	ITU	SAS	true	true	3	false
HG03720	ITU	SAS	false	true	5	false
HG03721	ITU	SAS	true	false	4	false
HG03722	ITU	SAS	true	false	2	false
HG03723	ITU	SAS	true	true	4	false
HG03725	ITU	SAS	false	false	3	false
HG03727	ITU	SAS	false	true	5	false
HG03729	ITU	SAS	false	true	6	false
HG03730	ITU	SAS	true	false	5	false
HG03731	ITU	SAS	true	true	0	false
HG03732	ITU	SAS	false	true	4	false
HG03733	STU	SAS	true	true	5	false
HG03736	STU	SAS	true	true	4	false
HG03738	STU	SAS	false	true	5	false
HG03740	STU	SAS	false	true	4	false
HG03741	STU	SAS	true	false	3	false
HG03742	ITU	SAS	false	false	3	false
HG03743	STU	SAS	false	true	6	false
HG03744	STU	SAS	false	true	2	false
HG03745	STU	SAS	false	true	6	false
HG03746	STU	SAS	false	true	3	false
HG03750	STU	SAS	false	true	1	false
HG03752	STU	SAS	true	true	3	false
HG03753	STU	SAS	false	true	5	false
HG03754	STU	SAS	true	true	4	false
HG03755	STU	SAS	false	true	5	false
HG03756	STU	SAS	true	true	6	false
HG03757	STU	SAS	true	true	4	false
HG03760	STU	SAS	true	false	4	false
HG03761	PJL	SAS	false	true	3	false
HG03762	PJL	SAS	true	true	3	false
HG03763	PJL	SAS	false	false	5	false
HG03765	PJL	SAS	true	false	2	false
HG03766	PJL	SAS	false	true	4	false
HG03767	PJL	SAS	false	false	6	false
HG03769	PJL	SAS	false	true	5	false
HG03770	ITU	SAS	true	false	4	false
HG03771	ITU	SAS	false	true	3	false
HG03772	ITU	SAS	true	true	4	false
HG03773	ITU	SAS	false	true	5	false
HG03774	ITU	SAS	true	true	1	false
HG03775	ITU	SAS	false	false	6	false
HG03777	ITU	SAS	false	true	3	false
HG03778	ITU	SAS	false	true	3	false
HG03779	ITU	SAS	false	false	4	false
HG03780	ITU	SAS	true	false	3	false
HG03781	ITU	SAS	true	true	4	false
HG03782	ITU	SAS	true	false	2	false
HG03783	ITU	SAS	false	false	7	false
HG03784	ITU	SAS	true	true	3	false
HG03785	ITU	SAS	false	true	3	false
HG03786	ITU	SAS	false	true	3	false
HG03787	ITU	SAS	true	false	5	false
HG03788	ITU	SAS	false	false	7	false
HG03789	ITU	SAS	true	true	5	false
HG03790	ITU	SAS	false	false	8	false
HG03792	ITU	SAS	false	true	3	false
HG03793	BEB	SAS	true	false	3	false
HG03794	BEB	SAS	false	false	5	false
HG03795	BEB	SAS	false	true	3	false
HG03796	BEB	SAS	true	false	2	false
HG03797	BEB	SAS	false	true	3	false
HG03798	BEB	SAS	false	false	3	false
HG03799	BEB	SAS	true	true	6	false
HG03800	BEB	SAS	false	true	4	false
HG03801	BEB	SAS	true	true	5	false
HG03802	BEB	SAS	true	true	5	false
HG03803	BEB	SAS	false	false	3	false
HG03804	BEB	SAS	true	false	6	false
HG03805	BEB	SAS	true	false	4	false
HG03806	BEB	SAS	false	true	2	false
HG03807	BEB	SAS	true	false	5	false
HG03808	BEB	SAS	true	false	4	false
HG03809	BEB	SAS	false	true	2	false
HG03811	BEB	SAS	true	true	3	false
HG03812	BEB	SAS	false	true	6	false
HG03813	BEB	SAS	true	true	3	false
HG03814	BEB	SAS	true	false	2	false
HG03815	BEB	SAS	false	false	3	false
HG03816	BEB	SAS	true	true	4	false
HG03817	BEB	SAS	true	false	5	false
HG03821	BEB	SAS	false	false	5	false
HG03822	BEB	SAS	false	false	5	false
HG03823	BEB	SAS	true	false	4	false
HG03824	BEB	SAS	false	false	4	false
HG03825	BEB	SAS	true	false	4	false
HG03826	BEB	SAS	true	true	3	false
HG03829	BEB	SAS	true	false	3	false
HG03830	BEB	SAS	false	true	5	false
HG03831	BEB	SAS	true	true	6	false
HG03832	BEB	SAS	true	false	3	false
HG03833	BEB	SAS	false	true	3	false
HG03834	BEB	SAS	true	false	4	false
HG03835	STU	SAS	true	false	3	false
HG03836	STU	SAS	true	false	2	false
HG03837	STU	SAS	false	true	7	true
HG03838	STU	SAS	true	true	6	false
HG03840	STU	SAS	false	true	7	false
HG03842	STU	SAS	true	false	1	false
HG03844	STU	SAS	false	true	6	false
HG03845	STU	SAS	false	true	1	false
HG03846	STU	SAS	false	false	6	false
HG03847	STU	SAS	false	true	5	false
HG03848	STU	SAS	false	false	6	false
HG03849	STU	SAS	true	false	3	false
HG03850	STU	SAS	false	false	4	false
HG03851	STU	SAS	false	true	3	false
HG03854	STU	SAS	false	true	5	false
HG03856	STU	SAS	false	false	5	false
HG03857	STU	SAS	true	true	0	false
HG03858	STU	SAS	true	true	3	false
HG03861	ITU	SAS	true	true	6	false
HG03862	ITU	SAS	true	false	6	false
HG03863	ITU	SAS	true	false	3	false
HG03864	ITU	SAS	false	false	2	false
HG03866	ITU	SAS	false	false	5	false
HG03867	ITU	SAS	false	false	7	false
HG03868	ITU	SAS	true	false	6	false
HG03869	ITU	SAS	false	true	5	false
HG03870	ITU	SAS	false	false	2	false
HG03871	ITU	SAS	false	false	3	false
HG03872	ITU	SAS	false	false	6	false
HG03873	ITU	SAS	true	false	4	false
HG03874	ITU	SAS	true	false	1	false
HG03875	ITU	SAS	false	false	2	false
HG03876	ITU	SAS	false	true	8	false
HG03879	ITU	SAS	false	true	3	false
HG03882	ITU	SAS	true	true	1	false
HG03884	STU	SAS	true	true	3	false
HG03885	STU	SAS	false	false	3	false
HG03886	STU	SAS	true	true	2	false
HG03887	STU	SAS	false	false	4	false
HG03888	STU	SAS	true	true	4	false
HG03890	STU	SAS	false	false	1	false
HG03894	STU	SAS	true	true	5	false
HG03895	STU	SAS	true	false	5	false
HG03896	STU	SAS	false	false	2	false
HG03897	STU	SAS	true	false	3	false
HG03898	STU	SAS	true	true	5	false
HG03899	STU	SAS	false	true	4	false
HG03900	STU	SAS	false	false	5	false
HG03901	BEB	SAS	true	false	4	false
HG03902	BEB	SAS	false	false	5	false
HG03903	BEB	SAS	true	true	3	false
HG03904	BEB	SAS	true	true	6	false
HG03905	BEB	SAS	false	false	5	true
HG03906	BEB	SAS	false	true	5	false
HG03907	BEB	SAS	true	false	3	false
HG03908	BEB	SAS	false	true	3	false
HG03909	BEB	SAS	false	false	4	false
HG03910	BEB	SAS	true	true	4	false
HG03911	BEB	SAS	false	false	4	false
HG03913	BEB	SAS	true	false	3	false
HG03914	BEB	SAS	false	true	3	false
HG03915	BEB	SAS	true	true	5	false
HG03916	BEB	SAS	true	false	6	false
HG03917	BEB	SAS	false	false	7	false
HG03919	BEB	SAS	true	true	3	false
HG03920	BEB	SAS	false	false	2	false
HG03922	BEB	SAS	true	false	3	false
HG03924	BEB	SAS	true	true	6	false
HG03925	BEB	SAS	true	false	0	false
HG03926	BEB	SAS	false	true	4	false
HG03927	BEB	SAS	true	false	3	false
HG03928	BEB	SAS	true	false	3	false
HG03929	BEB	SAS	false	false	2	false
HG03930	BEB	SAS	true	false	4	false
HG03931	BEB	SAS	true	true	5	false
HG03934	BEB	SAS	true	false	3	false
HG03937	BEB	SAS	true	true	6	false
HG03939	BEB	SAS	true	false	4	false
HG03940	BEB	SAS	true	false	5	false
HG03941	BEB	SAS	false	false	0	false
HG03942	BEB	SAS	false	true	5	false
HG03943	STU	SAS	false	true	1	false
HG03944	STU	SAS	true	true	2	false
HG03945	STU	SAS	true	false	5	false
HG03947	STU	SAS	true	true	6	false
HG03948	STU	SAS	true	true	5	false
HG03949	STU	SAS	true	true	5	false
HG03950	STU	SAS	false	false	1	false
HG03951	STU	SAS	true	true	5	false
HG03953	STU	SAS	false	true	0	false
HG03955	STU	SAS	true	true	8	false
HG03960	ITU	SAS	false	true	5	false
HG03963	ITU	SAS	false	false	2	false
HG03965	ITU	SAS	false	false	3	false
HG03967	ITU	SAS	false	false	5	false
HG03968	ITU	SAS	true	true	4	false
HG03969	ITU	SAS	false	false	1	false
HG03971	ITU	SAS	false	false	3	false
HG03972	ITU	SAS	true	false	7	false
HG03973	ITU	SAS	true	true	3	false
HG03974	ITU	SAS	false	true	5	false
HG03976	ITU	SAS	false	false	6	false
HG03977	ITU	SAS	true	true	3	false
HG03978	ITU	SAS	false	false	4	false
HG03982	STU	SAS	false	true	3	false
HG03985	STU	SAS	false	true	5	false
HG03986	STU	SAS	true	true	1	false
HG03988	STU	SAS	false	true	5	false
HG03989	STU	SAS	true	true	5	false
HG03990	STU	SAS	false	false	1	false
HG03991	STU	SAS	false	true	6	false
HG03992	STU	SAS	false	false	2	false
HG03995	STU	SAS	true	false	7	false
HG03998	STU	SAS	false	true	5	false
HG03999	STU	SAS	false	true	2	false
HG04001	ITU	SAS	true	true	6	false
HG04002	ITU	SAS	false	true	5	false
HG04003	STU	SAS	false	true	3	false
HG04006	STU	SAS	false	true	2	false
HG04014	ITU	SAS	true	true	7	false
HG04015	ITU	SAS	false	true	2	false
HG04017	ITU	SAS	false	true	7	false
HG04018	ITU	SAS	true	true	4	false
HG04019	ITU	SAS	false	true	3	false
HG04020	ITU	SAS	false	true	7	true
HG04022	ITU	SAS	false	true	2	false
HG04023	ITU	SAS	false	false	4	false
HG04024	ITU	SAS	true	true	4	false
HG04025	ITU	SAS	true	false	7	false
HG04026	ITU	SAS	true	true	2	false
HG04029	STU	SAS	true	true	2	false
HG04033	STU	SAS	false	false	5	false
HG04035	STU	SAS	true	true	7	false
HG04036	STU	SAS	true	false	3	false
HG04037	STU	SAS	true	true	5	false
HG04038	STU	SAS	true	false	6	false
HG04039	STU	SAS	false	false	4	false
HG04040	STU	SAS	false	true	4	false
HG04042	STU	SAS	true	false	5	false
HG04047	STU	SAS	true	false	5	false
HG04050	ITU	SAS	true	true	5	false
HG04053	ITU	SAS	false	true	3	false
HG04054	ITU	SAS	true	true	5	false
HG04055	ITU	SAS	false	true	3	false
HG04056	ITU	SAS	false	true	5	false
HG04058	ITU	SAS	false	true	4	false
HG04059	ITU	SAS	true	true	4	false
HG04060	ITU	SAS	false	false	3	false
HG04061	ITU	SAS	false	false	4	false
HG04062	ITU	SAS	true	true	2	false
HG04063	ITU	SAS	true	false	4	false
HG04067	STU	SAS	true	true	4	false
HG04070	ITU	SAS	true	false	4	false
HG04075	STU	SAS	true	false	4	false
HG04076	ITU	SAS	true	true	5	false
HG04080	ITU	SAS	false	true	6	false
HG04090	ITU	SAS	true	false	3	false
HG04093	ITU	SAS	false	true	0	false
HG04094	ITU	SAS	false	false	3	false
HG04096	ITU	SAS	false	false	6	false
HG04098	ITU	SAS	false	true	4	false
HG04099	STU	SAS	true	true	3	false
HG04100	STU	SAS	false	false	3	false
HG04106	STU	SAS	true	false	6	false
HG04107	STU	SAS	false	true	5	false
HG04114	STU	SAS	false	false	4	false
HG04115	STU	SAS	false	true	4	false
HG04118	ITU	SAS	true	false	1	false
HG04122	STU	SAS	false	false	2	false
HG04127	STU	SAS	false	false	3	false
HG04128	BEB	SAS	false	true	4	false
HG04131	BEB	SAS	false	true	6	false
HG04132	BEB	SAS	true	false	5	false
HG04133	BEB	SAS	true	true	3	false
HG04134	BEB	SAS	false	false	4	false
HG04135	BEB	SAS	true	true	7	false
HG04136	BEB	SAS	true	true	1	false
HG04140	BEB	SAS	false	false	5	false
HG04141	BEB	SAS	true	true	5	false
HG04142	BEB	SAS	true	false	2	false
HG04144	BEB	SAS	true	false	3	false
HG04146	BEB	SAS	false	false	8	false
HG04147	BEB	SAS	true	true	3	false
HG04148	BEB	SAS	true	false	6	false
HG04149	BEB	SAS	false	false	3	false
HG04150	BEB	SAS	true	false	8	false
HG04151	BEB	SAS	true	true	6	false
HG04152	BEB	SAS	false	false	0	false
HG04153	BEB	SAS	true	true	1	false
HG04155	BEB	SAS	false	true	3	false
HG04156	BEB	SAS	true	false	5	false
HG04157	BEB	SAS	false	true	6	false
HG04158	BEB	SAS	false	true	2	false
HG04159	BEB	SAS	true	true	3	false
HG04160	BEB	SAS	false	true	6	false
HG04161	BEB	SAS	false	false	3	false
HG04162	BEB	SAS	true	false	3	false
HG04164	BEB	SAS	false	true	5	false
HG04171	BEB	SAS	true	true	5	false
HG04173	BEB	SAS	false	false	6	false
HG04174	BEB	SAS	true	false	1	false
HG04175	BEB	SAS	true	true	6	false
HG04176	BEB	SAS	false	false	2	false
HG04177	BEB	SAS	true	false	5	false
HG04180	BEB	SAS	true	false	4	false
HG04181	BEB	SAS	true	true	6	false
HG04182	BEB	SAS	false	false	0	false
HG04183	BEB	SAS	true	true	4	false
HG04184	BEB	SAS	true	false	4	false
HG04185	BEB	SAS	false	true	4	false
HG04186	BEB	SAS	true	true	4	false
HG04187	BEB	SAS	false	false	4	false
HG04188	BEB	SAS	false	false	2	false
HG04189	BEB	SAS	true	false	4	false
HG04191	BEB	SAS	false	false	4	false
HG04192	BEB	SAS	true	false	4	false
HG04193	BEB	SAS	false	false	2	false
HG04194	BEB	SAS	false	false	3	false
HG04195	BEB	SAS	true	false	3	false
HG04197	STU	SAS	true	true	5	false
HG04198	ITU	SAS	false	false	5	false
HG04199	STU	SAS	false	true	7	false
HG04200	ITU	SAS	true	true	5	false
HG04202	ITU	SAS	true	false	6	false
HG04204	STU	SAS	false	false	3	false
HG04206	ITU	SAS	false	true	4	false
HG04208	STU	SAS	true	true	4	false
HG04209	ITU	SAS	true	true	4	true
HG04210	STU	SAS	false	false	5	false
HG04211	ITU	SAS	false	false	4	true
HG04212	ITU	SAS	true	true	4	false
HG04214	ITU	SAS	true	true	5	false
HG04215	STU	SAS	false	false	4	false
HG04216	ITU	SAS	true	true	4	false
HG04217	ITU	SAS	true	true	4	false
HG04219	ITU	SAS	false	false	3	false
HG04222	ITU	SAS	false	true	3	false
HG04225	ITU	SAS	false	true	4	false
HG04227	STU	SAS	true	true	4	false
HG04228	STU	SAS	false	true	6	false
HG04229	STU	SAS	false	false	3	true
HG04235	ITU	SAS	false	false	6	false
HG04238	ITU	SAS	false	true	3	false
HG04239	ITU	SAS	false	true	5	false
HG04301	GBR	EUR	true	false	4	false
HG04302	GBR	EUR	false	true	5	false
HG04303	GBR	EUR	true	true	5	false
NA06984	CEU	EUR	false	false	3	false
NA06985	CEU	EUR	true	false	5	false
NA06986	CEU	EUR	false	false	0	false
NA06989	CEU	EUR	true	true	5	false
NA06991	CEU	EUR	true	false	5	false
NA06993	CEU	EUR	false	false	6	false
NA06994	CEU	EUR	false	false	3	false
NA06995	CEU	EUR	false	false	6	false
NA06997	CEU	EUR	true	false	5	false
NA07000	CEU	EUR	true	false	5	false
NA07014	CEU	EUR	true	true	6	false
NA07019	CEU	EUR	true	true	5	false
NA07022	CEU	EUR	false	true	0	true
NA07029	CEU	EUR	false	true	4	false
NA07031	CEU	EUR	true	true	6	false
NA07034	CEU	EUR	false	false	5	false
NA07037	CEU	EUR	true	true	5	false
NA07045	CEU	EUR	true	true	6	false
NA07048	CEU	EUR	false	false	3	false
NA07051	CEU	EUR	false	true	3	false
NA07055	CEU	EUR	true	true	4	false
NA07056	CEU	EUR	true	false	5	false
NA07340	CEU	EUR	true	true	3	false
NA07345	CEU	EUR	true	true	3	false
NA07346	CEU	EUR	true	true	4	false
NA07347	CEU	EUR	false	false	4	false
NA07348	CEU	EUR	true	false	3	false
NA07349	CEU	EUR	false	false	5	false
NA07357	CEU	EUR	false	true	3	false
NA07435	CEU	EUR	false	true	3	false
NA10830	CEU	EUR	false	true	4	false
NA10831	CEU	EUR	true	true	3	false
NA10835	CEU	EUR	false	false	5	false
NA10836	CEU	EUR	true	true	7	false
NA10837	CEU	EUR	false	false	4	false
NA10838	CEU	EUR	false	true	3	false
NA10839	CEU	EUR	true	false	4	false
NA10840	CEU	EUR	true	false	4	false
NA10842	CEU	EUR	false	false	5	false
NA10843	CEU	EUR	true	false	3	false
NA10845	CEU	EUR	false	true	4	false
NA10846	CEU	EUR	false	true	4	false
NA10847	CEU	EUR	true	true	3	false
NA10850	CEU	EUR	true	true	4	false
NA10851	CEU	EUR	false	false	2	false
NA10852	CEU	EUR	true	true	9	false
NA10853	CEU	EUR	false	true	7	false
NA10854	CEU	EUR	true	false	5	false
NA10855	CEU	EUR	true	true	7	false
NA10856	CEU	EUR	false	true	4	false
NA10857	CEU	EUR	false	false	4	true
NA10859	CEU	EUR	true	false	4	false
NA10860	CEU	EUR	false	true	4	false
NA10861	CEU	EUR	true	false	3	false
NA10863	CEU	EUR	true	true	2	false
NA10864	CEU	EUR	true	true	6	false
NA10865	CEU	EUR	false	false	4	false
NA11829	CEU	EUR	false	true	3	false
NA11830	CEU	EUR	true	true	3	false
NA11831	CEU	EUR	false	false	6	false
NA11832	CEU	EUR	true	true	2	false
NA11839	CEU	EUR	false	false	3	false
NA11840	CEU	EUR	true	true	6	false
NA11843	CEU	EUR	false	true	3	false
NA11881	CEU	EUR	false	true	4	false
NA11882	CEU	EUR	true	true	4	false
NA11891	CEU	EUR	false	true	7	false
NA11892	CEU	EUR	true	false	3	false
NA11893	CEU	EUR	false	true	3	false
NA11894	CEU	EUR	true	false	3	false
NA11917	CEU	EUR	false	true	5	false
NA11918	CEU	EUR	true	false	6	false
NA11919	CEU	EUR	false	true	5	false
NA11920	CEU	EUR	true	false	3	false
NA11930	CEU	EUR	false	false	3	false
NA11931	CEU	EUR	true	true	5	false
NA11932	CEU	EUR	false	true	5	false
NA11933	CEU	EUR	true	true	5	false
NA11992	CEU	EUR	false	true	3	false
NA11993	CEU	EUR	true	false	3	false
NA11994	CEU	EUR	false	false	6	false
NA11995	CEU	EUR	true	false	3	false
NA12003	CEU	EUR	false	false	3	false
NA12004	CEU	EUR	true	false	4	false
NA12005	CEU	EUR	false	true	3	false
NA12006	CEU	EUR	true	true	4	false
NA12043	CEU	EUR	false	true	3	false
NA12044	CEU	EUR	true	false	2	false
NA12045	CEU	EUR	false	true	7	false
NA12046	CEU	EUR	true	false	2	false
NA12056	CEU	EUR	false	true	5	false
NA12057	CEU	EUR	true	true	4	false
NA12058	CEU	EUR	true	true	6	false
NA12144	CEU	EUR	false	false	5	false
NA12145	CEU	EUR	true	true	1	false
NA12146	CEU	EUR	false	true	0	false
NA12154	CEU	EUR	false	true	4	false
NA12155	CEU	EUR	false	false	3	false
NA12156	CEU	EUR	true	false	5	false
NA12234	CEU	EUR	true	true	4	false
NA12239	CEU	EUR	true	false	3	false
NA12248	CEU	EUR	false	false	3	false
NA12249	CEU	EUR	true	true	5	false
NA12264	CEU	EUR	false	true	5	false
NA12272	CEU	EUR	false	true	5	false
NA12273	CEU	EUR	true	true	5	false
NA12274	CEU	EUR	false	false	3	false
NA12275	CEU	EUR	true	true	3	false
NA12282	CEU	EUR	false	false	4	false
NA12283	CEU	EUR	true	true	4	false
NA12286	CEU	EUR	false	true	4	false
NA12287	CEU	EUR	true	true	4	false
NA12329	CEU	EUR	true	true	6	false
NA12335	CEU	EUR	false	true	5	false
NA12336	CEU	EUR	true	false	4	false
NA12340	CEU	EUR	false	false	0	false
NA12341	CEU	EUR	true	true	3	false
NA12342	CEU	EUR	false	true	6	false
NA12343	CEU	EUR	true	true	4	false
NA12344	CEU	EUR	false	true	4	false
NA12347	CEU	EUR	false	false	5	false
NA12348	CEU	EUR	true	true	5	false
NA12375	CEU	EUR	false	true	6	false
NA12376	CEU	EUR	true	true	9	false
NA12383	CEU	EUR	true	false	3	false
NA12386	CEU	EUR	true	false	3	false
NA12399	CEU	EUR	false	true	7	false
NA12400	CEU	EUR	true	true	1	false
NA12413	CEU	EUR	false	false	6	false
NA12414	CEU	EUR	true	true	6	false
NA12485	CEU	EUR	false	true	5	false
NA12489	CEU	EUR	true	true	4	false
NA12546	CEU	EUR	false	true	4	false
NA12707	CEU	EUR	false	false	5	false
NA12708	CEU	EUR	true	true	4	false
NA12716	CEU	EUR	false	false	5	false
NA12717	CEU	EUR	true	true	6	false
NA12718	CEU	EUR	true	false	5	false
NA12739	CEU	EUR	false	false	5	false
NA12740	CEU	EUR	true	false	4	false
NA12748	CEU	EUR	false	false	6	false
NA12749	CEU	EUR	true	false	3	false
NA12750	CEU	EUR	false	true	4	false
NA12751	CEU	EUR	true	true	5	false
NA12752	CEU	EUR	false	true	1	false
NA12753	CEU	EUR	true	false	4	false
NA12760	CEU	EUR	false	false	4	false
NA12761	CEU	EUR	true	true	3	true
NA12762	CEU	EUR	false	false	4	false
NA12763	CEU	EUR	true	true	4	false
NA12766	CEU	EUR	false	false	5	false
NA12767	CEU	EUR	true	false	3	false
NA12775	CEU	EUR	false	false	4	false
NA12776	CEU	EUR	true	true	5	false
NA12777	CEU	EUR	false	true	1	false
NA12778	CEU	EUR	true	true	3	false
NA12801	CEU	EUR	false	true	4	false
NA12802	CEU	EUR	true	false	5	false
NA12812	CEU	EUR	false	true	3	false
NA12813	CEU	EUR	true	true	4	false
NA12814	CEU	EUR	false	true	7	true
NA12815	CEU	EUR	true	false	3	false
NA12817	CEU	EUR	false	false	7	false
NA12818	CEU	EUR	true	true	3	false
NA12827	CEU	EUR	false	true	1	false
NA12828	CEU	EUR	true	false	4	false
NA12829	CEU	EUR	false	true	4	false
NA12830	CEU	EUR	true	true	4	false
NA12832	CEU	EUR	true	true	5	false
NA12842	CEU	EUR	false	true	3	false
NA12843	CEU	EUR	true	true	4	false
NA12864	CEU	EUR	false	true	4	false
NA12865	CEU	EUR	true	true	4	false
NA12872	CEU	EUR	false	true	6	false
NA12873	CEU	EUR	true	false	1	false
NA12874	CEU	EUR	false	true	3	false
NA12875	CEU	EUR	true	false	1	false
NA12877	CEU	EUR	false	false	3	false
NA12878	CEU	EUR	true	true	5	false
NA12889	CEU	EUR	false	true	2	false
NA12890	CEU	EUR	true	true	3	false
NA12891	CEU	EUR	false	true	2	false
NA12892	CEU	EUR	true	true	4	false
NA18484	YRI	AFR	true	true	4	false
NA18485	YRI	AFR	false	true	5	false
NA18486	YRI	AFR	false	false	3	false
NA18487	YRI	AFR	false	true	2	false
NA18488	YRI	AFR	true	false	4	true
NA18489	YRI	AFR	true	false	3	false
NA18497	YRI	AFR	false	true	3	false
NA18498	YRI	AFR	false	false	5	false
NA18499	YRI	AFR	true	true	4	false
NA18500	YRI	AFR	false	false	5	false
NA18501	YRI	AFR	false	false	4	false
NA18502	YRI	AFR	true	true	3	false
NA18503	YRI	AFR	false	true	7	false
NA18504	YRI	AFR	false	false	3	false
NA18505	YRI	AFR	true	false	5	false
NA18506	YRI	AFR	false	false	3	false
NA18507	YRI	AFR	false	false	2	false
NA18508	YRI	AFR	true	false	7	false
NA18509	YRI	AFR	false	false	4	false
NA18510	YRI	AFR	false	true	5	false
NA18511	YRI	AFR	true	false	3	false
NA18515	YRI	AFR	false	true	5	false
NA18516	YRI	AFR	false	true	3	false
NA18517	YRI	AFR	true	true	5	false
NA18518	YRI	AFR	true	false	3	false
NA18519	YRI	AFR	false	false	5	false
NA18520	YRI	AFR	true	false	1	false
NA18521	YRI	AFR	false	true	3	false
NA18522	YRI	AFR	false	true	7	false
NA18523	YRI	AFR	true	true	7	false
NA18525	CHB	EAS	true	false	5	false
NA18526	CHB	EAS	true	false	2	false
NA18527	CHB	EAS	true	true	5	false
NA18528	CHB	EAS	true	false	7	false
NA18530	CHB	EAS	false	true	2	false
NA18531	CHB	EAS	true	true	6	false
NA18532	CHB	EAS	true	true	5	false
NA18533	CHB	EAS	true	false	3	false
NA18534	CHB	EAS	false	false	6	false
NA18535	CHB	EAS	true	true	4	false
NA18536	CHB	EAS	false	true	5	false
NA18537	CHB	EAS	true	false	5	false
NA18538	CHB	EAS	true	false	8	false
NA18539	CHB	EAS	true	true	3	false
NA18541	CHB	EAS	true	false	5	false
NA18542	CHB	EAS	true	false	4	false
NA18543	CHB	EAS	false	false	2	false
NA18544	CHB	EAS	false	true	4	false
NA18545	CHB	EAS	true	true	3	false
NA18546	CHB	EAS	false	true	9	false
NA18547	CHB	EAS	true	true	6	false
NA18548	CHB	EAS	false	false	3	false
NA18549	CHB	EAS	false	true	4	false
NA18550	CHB	EAS	true	true	3	false
NA18552	CHB	EAS	true	true	4	true
NA18553	CHB	EAS	true	true	4	false
NA18555	CHB	EAS	true	true	4	false
NA18557	CHB	EAS	false	false	4	false
NA18558	CHB	EAS	false	true	4	false
NA18559	CHB	EAS	false	true	4	false
NA18560	CHB	EAS	true	false	4	false
NA18561	CHB	EAS	false	false	1	false
NA18562	CHB	EAS	false	true	0	false
NA18563	CHB	EAS	false	false	3	false
NA18564	CHB	EAS	true	false	5	false
NA18565	CHB	EAS	true	true	3	false
NA18566	CHB	EAS	true	true	1	false
NA18567	CHB	EAS	true	false	5	false
NA18570	CHB	EAS	true	false	4	false
NA18571	CHB	EAS	true	true	2	false
NA18572	CHB	EAS	false	false	4	false
NA18573	CHB	EAS	true	true	6	false
NA18574	CHB	EAS	true	false	0	false
NA18576	CHB	EAS	true	false	2	false
NA18577	CHB	EAS	true	true	2	false
NA18579	CHB	EAS	true	true	7	false
NA18582	CHB	EAS	true	false	5	false
NA18591	CHB	EAS	true	false	4	false
NA18592	CHB	EAS	true	true	3	false
NA18593	CHB	EAS	true	false	6	false
NA18595	CHB	EAS	true	true	2	false
NA18596	CHB	EAS	true	true	5	false
NA18597	CHB	EAS	true	true	3	false
NA18599	CHB	EAS	true	false	7	false
NA18602	CHB	EAS	true	true	4	false
NA18603	CHB	EAS	false	true	0	false
NA18605	CHB	EAS	false	true	2	false
NA18606	CHB	EAS	false	true	3	false
NA18608	CHB	EAS	false	false	4	false
NA18609	CHB	EAS	false	true	3	false
NA18610	CHB	EAS	true	false	3	false
NA18611	CHB	EAS	false	true	4	false
NA18612	CHB	EAS	false	true	4	false
NA18613	CHB	EAS	false	false	2	false
NA18614	CHB	EAS	true	false	3	false
NA18615	CHB	EAS	true	false	0	false
NA18616	CHB	EAS	true	true	8	false
NA18617	CHB	EAS	true	false	6	false
NA18618	CHB	EAS	true	false	3	false
NA18619	CHB	EAS	true	false	2	false
NA18620	CHB	EAS	false	true	3	false
NA18621	CHB	EAS	false	true	1	false
NA18622	CHB	EAS	false	true	1	false
NA18623	CHB	EAS	false	true	4	true
NA18624	CHB	EAS	false	false	3	false
NA18625	CHB	EAS	true	false	2	false
NA18626	CHB	EAS	true	false	8	false
NA18627	CHB	EAS	true	true	4	false
NA18628	CHB	EAS	true	true	7	false
NA18629	CHB	EAS	false	true	4	false
NA18630	CHB	EAS	true	true	4	false
NA18631	CHB	EAS	true	false	6	true
NA18632	CHB	EAS	false	false	4	false
NA18633	CHB	EAS	false	false	2	false
NA18634	CHB	EAS	true	false	0	false
NA18635	CHB	EAS	false	true	6	false
NA18636	CHB	EAS	false	false	4	false
NA18637	CHB	EAS	false	false	3	false
NA18638	CHB	EAS	false	true	4	false
